,iso2,year,sex,age,count
16766,LU,2006,F,>65,1.0
16767,LU,2007,M,35-44,1.0
16768,LV,1995,M,15-24,20.0
16769,LV,1995,M,25-34,44.0
16770,LV,1995,M,35-44,71.0
16771,LV,1995,M,45-54,70.0
16772,LV,1995,M,55-64,40.0
16773,LV,1995,M,>65,30.0
16774,LV,1995,F,15-24,22.0
16775,LV,1995,F,25-34,49.0
16776,LV,1995,F,35-44,55.0
16777,LV,1995,F,45-54,47.0
16778,LV,1995,F,55-64,27.0
16779,LV,1995,F,>65,29.0
16780,LV,1996,M,15-24,28.0
16781,LV,1996,M,25-34,69.0
16782,LV,1996,M,35-44,130.0
16783,LV,1996,M,45-54,89.0
16784,LV,1996,M,55-64,67.0
16785,LV,1996,M,>65,42.0
16786,LV,1996,F,15-24,32.0
16787,LV,1996,F,25-34,39.0
16788,LV,1996,F,35-44,31.0
16789,LV,1996,F,45-54,22.0
16790,LV,1996,F,55-64,10.0
16791,LV,1996,F,>65,16.0
16792,LV,1997,M,15-24,47.0
16793,LV,1997,M,25-34,109.0
16794,LV,1997,M,35-44,145.0
16795,LV,1997,M,45-54,106.0
16796,LV,1997,M,55-64,61.0
16797,LV,1997,M,>65,29.0
16798,LV,1997,F,<14,1.0
16799,LV,1997,F,15-24,27.0
16800,LV,1997,F,25-34,22.0
16801,LV,1997,F,35-44,37.0
16802,LV,1997,F,45-54,20.0
16803,LV,1997,F,55-64,16.0
16804,LV,1997,F,>65,14.0
16805,LV,1998,M,15-24,58.0
16806,LV,1998,M,25-34,105.0
16807,LV,1998,M,35-44,129.0
16808,LV,1998,M,45-54,121.0
16809,LV,1998,M,55-64,68.0
16810,LV,1998,M,>65,35.0
16811,LV,1998,F,<14,1.0
16812,LV,1998,F,15-24,24.0
16813,LV,1998,F,25-34,45.0
16814,LV,1998,F,35-44,26.0
16815,LV,1998,F,45-54,23.0
16816,LV,1998,F,55-64,15.0
16817,LV,1998,F,>65,18.0
16818,LV,1999,M,<14,1.0
16819,LV,1999,M,15-24,48.0
16820,LV,1999,M,25-34,87.0
16821,LV,1999,M,35-44,110.0
16822,LV,1999,M,45-54,103.0
16823,LV,1999,M,55-64,57.0
16824,LV,1999,M,>65,30.0
16825,LV,1999,F,<14,2.0
16826,LV,1999,F,15-24,28.0
16827,LV,1999,F,25-34,24.0
16828,LV,1999,F,35-44,40.0
16829,LV,1999,F,45-54,29.0
16830,LV,1999,F,55-64,11.0
16831,LV,1999,F,>65,18.0
16832,LV,2000,M,15-24,53.0
16833,LV,2000,M,25-34,106.0
16834,LV,2000,M,35-44,124.0
16835,LV,2000,M,45-54,111.0
16836,LV,2000,M,55-64,64.0
16837,LV,2000,M,>65,34.0
16838,LV,2000,F,<14,2.0
16839,LV,2000,F,15-24,25.0
16840,LV,2000,F,25-34,41.0
16841,LV,2000,F,35-44,27.0
16842,LV,2000,F,45-54,28.0
16843,LV,2000,F,55-64,7.0
16844,LV,2000,F,>65,15.0
16845,LV,2001,M,15-24,48.0
16846,LV,2001,M,25-34,109.0
16847,LV,2001,M,35-44,138.0
16848,LV,2001,M,45-54,101.0
16849,LV,2001,M,55-64,64.0
16850,LV,2001,M,>65,32.0
16851,LV,2001,F,<14,2.0
16852,LV,2001,F,15-24,24.0
16853,LV,2001,F,25-34,33.0
16854,LV,2001,F,35-44,41.0
16855,LV,2001,F,45-54,31.0
16856,LV,2001,F,55-64,18.0
16857,LV,2001,F,>65,20.0
16858,LV,2002,M,15-24,32.0
16859,LV,2002,M,25-34,98.0
16860,LV,2002,M,35-44,123.0
16861,LV,2002,M,45-54,121.0
16862,LV,2002,M,55-64,64.0
16863,LV,2002,M,>65,26.0
16864,LV,2002,F,15-24,37.0
16865,LV,2002,F,25-34,42.0
16866,LV,2002,F,35-44,37.0
16867,LV,2002,F,45-54,23.0
16868,LV,2002,F,55-64,11.0
16869,LV,2002,F,>65,22.0
16870,LV,2003,M,15-24,36.0
16871,LV,2003,M,25-34,74.0
16872,LV,2003,M,35-44,141.0
16873,LV,2003,M,45-54,106.0
16874,LV,2003,M,55-64,59.0
16875,LV,2003,M,>65,32.0
16876,LV,2003,F,15-24,31.0
16877,LV,2003,F,25-34,42.0
16878,LV,2003,F,35-44,42.0
16879,LV,2003,F,45-54,35.0
16880,LV,2003,F,55-64,17.0
16881,LV,2003,F,>65,26.0
16882,LV,2004,M,15-24,30.0
16883,LV,2004,M,25-34,74.0
16884,LV,2004,M,35-44,119.0
16885,LV,2004,M,45-54,109.0
16886,LV,2004,M,55-64,53.0
16887,LV,2004,M,>65,38.0
16888,LV,2004,F,<14,2.0
16889,LV,2004,F,15-24,29.0
16890,LV,2004,F,25-34,32.0
16891,LV,2004,F,35-44,36.0
16892,LV,2004,F,45-54,29.0
16893,LV,2004,F,55-64,12.0
16894,LV,2004,F,>65,19.0
16895,LV,2005,M,<14,1.0
16896,LV,2005,M,15-24,22.0
16897,LV,2005,M,25-34,71.0
16898,LV,2005,M,35-44,104.0
16899,LV,2005,M,45-54,117.0
16900,LV,2005,M,55-64,55.0
16901,LV,2005,M,>65,34.0
16902,LV,2005,F,15-24,17.0
16903,LV,2005,F,25-34,31.0
16904,LV,2005,F,35-44,31.0
16905,LV,2005,F,45-54,23.0
16906,LV,2005,F,55-64,18.0
16907,LV,2005,F,>65,12.0
16908,LV,2006,M,<14,2.0
16909,LV,2006,M,15-24,27.0
16910,LV,2006,M,25-34,78.0
16911,LV,2006,M,35-44,82.0
16912,LV,2006,M,45-54,105.0
16913,LV,2006,M,55-64,51.0
16914,LV,2006,M,>65,26.0
16915,LV,2006,F,15-24,17.0
16916,LV,2006,F,25-34,27.0
16917,LV,2006,F,35-44,33.0
16918,LV,2006,F,45-54,28.0
16919,LV,2006,F,55-64,9.0
16920,LV,2006,F,>65,13.0
16921,LV,2007,M,15-24,33.0
16922,LV,2007,M,25-34,65.0
16923,LV,2007,M,35-44,93.0
16924,LV,2007,M,45-54,102.0
16925,LV,2007,M,55-64,49.0
16926,LV,2007,M,>65,19.0
16927,LV,2007,F,<14,1.0
16928,LV,2007,F,15-24,18.0
16929,LV,2007,F,25-34,27.0
16930,LV,2007,F,35-44,32.0
16931,LV,2007,F,45-54,18.0
16932,LV,2007,F,55-64,12.0
16933,LV,2007,F,>65,9.0
16934,LV,2008,M,15-24,28.0
16935,LV,2008,M,25-34,54.0
16936,LV,2008,M,35-44,71.0
16937,LV,2008,M,45-54,71.0
16938,LV,2008,M,55-64,47.0
16939,LV,2008,M,>65,27.0
16940,LV,2008,F,15-24,11.0
16941,LV,2008,F,25-34,23.0
16942,LV,2008,F,35-44,26.0
16943,LV,2008,F,45-54,21.0
16944,LV,2008,F,55-64,9.0
16945,LV,2008,F,>65,12.0
16946,LY,1995,M,<14,2.0
16947,LY,1995,M,15-24,112.0
16948,LY,1995,M,25-34,212.0
16949,LY,1995,M,35-44,78.0
16950,LY,1995,M,45-54,46.0
16951,LY,1995,M,55-64,22.0
16952,LY,1995,M,>65,21.0
16953,LY,1995,F,<14,5.0
16954,LY,1995,F,15-24,34.0
16955,LY,1995,F,25-34,31.0
16956,LY,1995,F,35-44,19.0
16957,LY,1995,F,45-54,20.0
16958,LY,1995,F,55-64,13.0
16959,LY,1995,F,>65,11.0
16960,LY,1996,M,<14,4.0
16961,LY,1996,M,15-24,93.0
16962,LY,1996,M,25-34,142.0
16963,LY,1996,M,35-44,82.0
16964,LY,1996,M,45-54,31.0
16965,LY,1996,M,55-64,28.0
16966,LY,1996,M,>65,19.0
16967,LY,1996,F,<14,4.0
16968,LY,1996,F,15-24,30.0
16969,LY,1996,F,25-34,35.0
16970,LY,1996,F,35-44,17.0
16971,LY,1996,F,45-54,10.0
16972,LY,1996,F,55-64,9.0
16973,LY,1996,F,>65,11.0
16974,LY,1999,M,<14,2.0
16975,LY,1999,M,15-24,110.0
16976,LY,1999,M,25-34,257.0
16977,LY,1999,M,35-44,115.0
16978,LY,1999,M,45-54,53.0
16979,LY,1999,M,55-64,36.0
16980,LY,1999,M,>65,33.0
16981,LY,1999,F,<14,6.0
16982,LY,1999,F,15-24,43.0
16983,LY,1999,F,25-34,59.0
16984,LY,1999,F,35-44,25.0
16985,LY,1999,F,45-54,15.0
16986,LY,1999,F,55-64,14.0
16987,LY,1999,F,>65,27.0
16988,LY,2000,M,<14,5.0
16989,LY,2000,M,15-24,101.0
16990,LY,2000,M,25-34,239.0
16991,LY,2000,M,35-44,86.0
16992,LY,2000,M,45-54,36.0
16993,LY,2000,M,55-64,29.0
16994,LY,2000,M,>65,32.0
16995,LY,2000,F,<14,6.0
16996,LY,2000,F,15-24,43.0
16997,LY,2000,F,25-34,35.0
16998,LY,2000,F,35-44,24.0
16999,LY,2000,F,45-54,24.0
17000,LY,2000,F,55-64,16.0
17001,LY,2000,F,>65,22.0
17002,LY,2003,M,15-24,108.0
17003,LY,2003,M,25-34,266.0
17004,LY,2003,M,35-44,142.0
17005,LY,2003,M,45-54,32.0
17006,LY,2003,M,55-64,25.0
17007,LY,2003,M,>65,19.0
17008,LY,2003,F,<14,4.0
17009,LY,2003,F,15-24,43.0
17010,LY,2003,F,25-34,28.0
17011,LY,2003,F,35-44,30.0
17012,LY,2003,F,45-54,25.0
17013,LY,2003,F,55-64,21.0
17014,LY,2003,F,>65,21.0
17015,LY,2004,M,<14,5.0
17016,LY,2004,M,15-24,113.0
17017,LY,2004,M,25-34,310.0
17018,LY,2004,M,35-44,173.0
17019,LY,2004,M,45-54,53.0
17020,LY,2004,M,55-64,24.0
17021,LY,2004,M,>65,20.0
17022,LY,2004,F,<14,1.0
17023,LY,2004,F,15-24,44.0
17024,LY,2004,F,25-34,50.0
17025,LY,2004,F,35-44,20.0
17026,LY,2004,F,45-54,23.0
17027,LY,2004,F,55-64,13.0
17028,LY,2004,F,>65,23.0
17029,LY,2005,M,<14,2.0
17030,LY,2005,M,15-24,114.0
17031,LY,2005,M,25-34,293.0
17032,LY,2005,M,35-44,168.0
17033,LY,2005,M,45-54,52.0
17034,LY,2005,M,55-64,19.0
17035,LY,2005,M,>65,35.0
17036,LY,2005,F,<14,8.0
17037,LY,2005,F,15-24,36.0
17038,LY,2005,F,25-34,36.0
17039,LY,2005,F,35-44,35.0
17040,LY,2005,F,45-54,21.0
17041,LY,2005,F,55-64,21.0
17042,LY,2005,F,>65,20.0
17043,LY,2006,M,<14,1.0
17044,LY,2006,M,15-24,98.0
17045,LY,2006,M,25-34,247.0
17046,LY,2006,M,35-44,150.0
17047,LY,2006,M,45-54,49.0
17048,LY,2006,M,55-64,23.0
17049,LY,2006,M,>65,23.0
17050,LY,2006,F,<14,8.0
17051,LY,2006,F,15-24,55.0
17052,LY,2006,F,25-34,34.0
17053,LY,2006,F,35-44,24.0
17054,LY,2006,F,45-54,10.0
17055,LY,2006,F,55-64,12.0
17056,LY,2006,F,>65,11.0
17057,LY,2007,M,<14,2.0
17058,LY,2007,M,15-24,61.0
17059,LY,2007,M,25-34,143.0
17060,LY,2007,M,35-44,78.0
17061,LY,2007,M,45-54,26.0
17062,LY,2007,M,55-64,12.0
17063,LY,2007,M,>65,10.0
17064,LY,2007,F,<14,4.0
17065,LY,2007,F,15-24,23.0
17066,LY,2007,F,25-34,17.0
17067,LY,2007,F,35-44,12.0
17068,LY,2007,F,45-54,8.0
17069,LY,2007,F,55-64,7.0
17070,LY,2007,F,>65,11.0
17071,LY,2008,M,<14,2.0
17072,LY,2008,M,15-24,116.0
17073,LY,2008,M,25-34,298.0
17074,LY,2008,M,35-44,162.0
17075,LY,2008,M,45-54,85.0
17076,LY,2008,M,55-64,24.0
17077,LY,2008,M,>65,19.0
17078,LY,2008,F,<14,6.0
17079,LY,2008,F,15-24,56.0
17080,LY,2008,F,25-34,35.0
17081,LY,2008,F,35-44,22.0
17082,LY,2008,F,45-54,20.0
17083,LY,2008,F,55-64,9.0
17084,LY,2008,F,>65,17.0
17085,MA,1995,M,<14,142.0
17086,MA,1995,M,15-24,2508.0
17087,MA,1995,M,25-34,2872.0
17088,MA,1995,M,35-44,1737.0
17089,MA,1995,M,45-54,819.0
17090,MA,1995,M,55-64,573.0
17091,MA,1995,M,>65,553.0
17092,MA,1995,F,<14,191.0
17093,MA,1995,F,15-24,1708.0
17094,MA,1995,F,25-34,1288.0
17095,MA,1995,F,35-44,703.0
17096,MA,1995,F,45-54,461.0
17097,MA,1995,F,55-64,317.0
17098,MA,1995,F,>65,299.0
17099,MA,1996,M,<14,118.0
17100,MA,1996,M,15-24,2618.0
17101,MA,1996,M,25-34,2844.0
17102,MA,1996,M,35-44,1721.0
17103,MA,1996,M,45-54,772.0
17104,MA,1996,M,55-64,602.0
17105,MA,1996,M,>65,583.0
17106,MA,1996,F,<14,217.0
17107,MA,1996,F,15-24,1697.0
17108,MA,1996,F,25-34,1300.0
17109,MA,1996,F,35-44,677.0
17110,MA,1996,F,45-54,437.0
17111,MA,1996,F,55-64,400.0
17112,MA,1996,F,>65,292.0
17113,MA,1997,M,<14,119.0
17114,MA,1997,M,15-24,2328.0
17115,MA,1997,M,25-34,2891.0
17116,MA,1997,M,35-44,1659.0
17117,MA,1997,M,45-54,761.0
17118,MA,1997,M,55-64,591.0
17119,MA,1997,M,>65,557.0
17120,MA,1997,F,<14,238.0
17121,MA,1997,F,15-24,1799.0
17122,MA,1997,F,25-34,1331.0
17123,MA,1997,F,35-44,745.0
17124,MA,1997,F,45-54,416.0
17125,MA,1997,F,55-64,424.0
17126,MA,1997,F,>65,275.0
17127,MA,1998,M,<14,116.0
17128,MA,1998,M,15-24,2308.0
17129,MA,1998,M,25-34,2573.0
17130,MA,1998,M,35-44,1744.0
17131,MA,1998,M,45-54,843.0
17132,MA,1998,M,55-64,560.0
17133,MA,1998,M,>65,527.0
17134,MA,1998,F,<14,182.0
17135,MA,1998,F,15-24,1600.0
17136,MA,1998,F,25-34,1150.0
17137,MA,1998,F,35-44,679.0
17138,MA,1998,F,45-54,412.0
17139,MA,1998,F,55-64,402.0
17140,MA,1998,F,>65,330.0
17141,MA,1999,M,<14,78.0
17142,MA,1999,M,15-24,2296.0
17143,MA,1999,M,25-34,2696.0
17144,MA,1999,M,35-44,1641.0
17145,MA,1999,M,45-54,815.0
17146,MA,1999,M,55-64,559.0
17147,MA,1999,M,>65,562.0
17148,MA,1999,F,<14,156.0
17149,MA,1999,F,15-24,1654.0
17150,MA,1999,F,25-34,1143.0
17151,MA,1999,F,35-44,691.0
17152,MA,1999,F,45-54,446.0
17153,MA,1999,F,55-64,351.0
17154,MA,1999,F,>65,332.0
17155,MA,2000,M,<14,99.0
17156,MA,2000,M,15-24,2061.0
17157,MA,2000,M,25-34,2423.0
17158,MA,2000,M,35-44,1705.0
17159,MA,2000,M,45-54,855.0
17160,MA,2000,M,55-64,485.0
17161,MA,2000,M,>65,595.0
17162,MA,2000,F,<14,170.0
17163,MA,2000,F,15-24,1530.0
17164,MA,2000,F,25-34,1121.0
17165,MA,2000,F,35-44,672.0
17166,MA,2000,F,45-54,398.0
17167,MA,2000,F,55-64,406.0
17168,MA,2000,F,>65,352.0
17169,MA,2001,M,<14,85.0
17170,MA,2001,M,15-24,2200.0
17171,MA,2001,M,25-34,2256.0
17172,MA,2001,M,35-44,1731.0
17173,MA,2001,M,45-54,929.0
17174,MA,2001,M,55-64,561.0
17175,MA,2001,M,>65,606.0
17176,MA,2001,F,<14,156.0
17177,MA,2001,F,15-24,1477.0
17178,MA,2001,F,25-34,1046.0
17179,MA,2001,F,35-44,596.0
17180,MA,2001,F,45-54,402.0
17181,MA,2001,F,55-64,399.0
17182,MA,2001,F,>65,360.0
17183,MA,2002,M,<14,79.0
17184,MA,2002,M,15-24,2190.0
17185,MA,2002,M,25-34,2341.0
17186,MA,2002,M,35-44,1647.0
17187,MA,2002,M,45-54,941.0
17188,MA,2002,M,55-64,525.0
17189,MA,2002,M,>65,577.0
17190,MA,2002,F,<14,144.0
17191,MA,2002,F,15-24,1483.0
17192,MA,2002,F,25-34,1088.0
17193,MA,2002,F,35-44,713.0
17194,MA,2002,F,45-54,443.0
17195,MA,2002,F,55-64,357.0
17196,MA,2002,F,>65,386.0
17197,MA,2003,M,<14,91.0
17198,MA,2003,M,15-24,2225.0
17199,MA,2003,M,25-34,2347.0
17200,MA,2003,M,35-44,1667.0
17201,MA,2003,M,45-54,1004.0
17202,MA,2003,M,55-64,525.0
17203,MA,2003,M,>65,550.0
17204,MA,2003,F,<14,168.0
17205,MA,2003,F,15-24,1455.0
17206,MA,2003,F,25-34,1029.0
17207,MA,2003,F,35-44,633.0
17208,MA,2003,F,45-54,431.0
17209,MA,2003,F,55-64,366.0
17210,MA,2003,F,>65,351.0
17211,MA,2004,M,<14,68.0
17212,MA,2004,M,15-24,2081.0
17213,MA,2004,M,25-34,2397.0
17214,MA,2004,M,35-44,1676.0
17215,MA,2004,M,45-54,1114.0
17216,MA,2004,M,55-64,533.0
17217,MA,2004,M,>65,539.0
17218,MA,2004,F,<14,149.0
17219,MA,2004,F,15-24,1196.0
17220,MA,2004,F,25-34,981.0
17221,MA,2004,F,35-44,517.0
17222,MA,2004,F,45-54,373.0
17223,MA,2004,F,55-64,331.0
17224,MA,2004,F,>65,325.0
17225,MA,2005,M,<14,79.0
17226,MA,2005,M,15-24,2222.0
17227,MA,2005,M,25-34,2515.0
17228,MA,2005,M,35-44,1583.0
17229,MA,2005,M,45-54,1057.0
17230,MA,2005,M,55-64,580.0
17231,MA,2005,M,>65,591.0
17232,MA,2005,F,<14,167.0
17233,MA,2005,F,15-24,1330.0
17234,MA,2005,F,25-34,943.0
17235,MA,2005,F,35-44,546.0
17236,MA,2005,F,45-54,403.0
17237,MA,2005,F,55-64,343.0
17238,MA,2005,F,>65,398.0
17239,MA,2006,M,<14,73.0
17240,MA,2006,M,15-24,2104.0
17241,MA,2006,M,25-34,2373.0
17242,MA,2006,M,35-44,1498.0
17243,MA,2006,M,45-54,1036.0
17244,MA,2006,M,55-64,527.0
17245,MA,2006,M,>65,551.0
17246,MA,2006,F,<14,155.0
17247,MA,2006,F,15-24,1273.0
17248,MA,2006,F,25-34,1025.0
17249,MA,2006,F,35-44,597.0
17250,MA,2006,F,45-54,426.0
17251,MA,2006,F,55-64,335.0
17252,MA,2006,F,>65,307.0
17253,MA,2007,M,<14,74.0
17254,MA,2007,M,15-24,2098.0
17255,MA,2007,M,25-34,2370.0
17256,MA,2007,M,35-44,1545.0
17257,MA,2007,M,45-54,1165.0
17258,MA,2007,M,55-64,545.0
17259,MA,2007,M,>65,529.0
17260,MA,2007,F,<14,123.0
17261,MA,2007,F,15-24,1177.0
17262,MA,2007,F,25-34,837.0
17263,MA,2007,F,35-44,444.0
17264,MA,2007,F,45-54,354.0
17265,MA,2007,F,55-64,306.0
17266,MA,2007,F,>65,370.0
17267,MA,2008,M,<14,51.0
17268,MA,2008,M,15-24,1992.0
17269,MA,2008,M,25-34,2372.0
17270,MA,2008,M,35-44,1514.0
17271,MA,2008,M,45-54,1179.0
17272,MA,2008,M,55-64,633.0
17273,MA,2008,M,>65,589.0
17274,MA,2008,F,<14,124.0
17275,MA,2008,F,15-24,1081.0
17276,MA,2008,F,25-34,803.0
17277,MA,2008,F,35-44,479.0
17278,MA,2008,F,45-54,360.0
17279,MA,2008,F,55-64,290.0
17280,MA,2008,F,>65,358.0
17281,MC,1999,M,45-54,1.0
17282,MC,1999,F,>65,1.0
17283,MD,1995,M,15-24,55.0
17284,MD,1995,M,25-34,115.0
17285,MD,1995,M,35-44,166.0
17286,MD,1995,M,45-54,95.0
17287,MD,1995,M,55-64,65.0
17288,MD,1995,M,>65,15.0
17289,MD,1995,F,<14,2.0
17290,MD,1995,F,15-24,42.0
17291,MD,1995,F,25-34,38.0
17292,MD,1995,F,35-44,31.0
17293,MD,1995,F,45-54,19.0
17294,MD,1995,F,55-64,10.0
17295,MD,1995,F,>65,12.0
17296,MD,1996,M,15-24,26.0
17297,MD,1996,M,25-34,33.0
17298,MD,1996,M,35-44,55.0
17299,MD,1996,M,45-54,34.0
17300,MD,1996,M,55-64,9.0
17301,MD,1996,M,>65,5.0
17302,MD,1996,F,<14,2.0
17303,MD,1996,F,15-24,10.0
17304,MD,1996,F,25-34,14.0
17305,MD,1996,F,35-44,18.0
17306,MD,1996,F,45-54,4.0
17307,MD,1996,F,55-64,3.0
17308,MD,1996,F,>65,6.0
17309,MD,1997,M,15-24,51.0
17310,MD,1997,M,25-34,65.0
17311,MD,1997,M,35-44,86.0
17312,MD,1997,M,45-54,47.0
17313,MD,1997,M,55-64,35.0
17314,MD,1997,M,>65,13.0
17315,MD,1997,F,15-24,24.0
17316,MD,1997,F,25-34,32.0
17317,MD,1997,F,35-44,16.0
17318,MD,1997,F,45-54,14.0
17319,MD,1997,F,55-64,6.0
17320,MD,1997,F,>65,8.0
17321,MD,1998,M,<14,2.0
17322,MD,1998,M,15-24,72.0
17323,MD,1998,M,25-34,67.0
17324,MD,1998,M,35-44,116.0
17325,MD,1998,M,45-54,56.0
17326,MD,1998,M,55-64,36.0
17327,MD,1998,M,>65,16.0
17328,MD,1998,F,<14,2.0
17329,MD,1998,F,15-24,34.0
17330,MD,1998,F,25-34,20.0
17331,MD,1998,F,35-44,34.0
17332,MD,1998,F,45-54,10.0
17333,MD,1998,F,55-64,5.0
17334,MD,1998,F,>65,7.0
17335,MD,1999,M,<14,1.0
17336,MD,1999,M,15-24,89.0
17337,MD,1999,M,25-34,123.0
17338,MD,1999,M,35-44,144.0
17339,MD,1999,M,45-54,84.0
17340,MD,1999,M,55-64,29.0
17341,MD,1999,M,>65,14.0
17342,MD,1999,F,<14,3.0
17343,MD,1999,F,15-24,31.0
17344,MD,1999,F,25-34,32.0
17345,MD,1999,F,35-44,27.0
17346,MD,1999,F,45-54,19.0
17347,MD,1999,F,55-64,7.0
17348,MD,1999,F,>65,6.0
17349,MD,2000,M,<14,2.0
17350,MD,2000,M,15-24,52.0
17351,MD,2000,M,25-34,31.0
17352,MD,2000,M,35-44,36.0
17353,MD,2000,M,45-54,13.0
17354,MD,2000,M,55-64,13.0
17355,MD,2000,M,>65,6.0
17356,MD,2000,F,<14,1.0
17357,MD,2000,F,15-24,16.0
17358,MD,2000,F,25-34,32.0
17359,MD,2000,F,35-44,45.0
17360,MD,2000,F,45-54,23.0
17361,MD,2000,F,55-64,14.0
17362,MD,2000,F,>65,6.0
17363,MD,2001,M,<14,1.0
17364,MD,2001,M,15-24,152.0
17365,MD,2001,M,25-34,197.0
17366,MD,2001,M,35-44,230.0
17367,MD,2001,M,45-54,158.0
17368,MD,2001,M,55-64,62.0
17369,MD,2001,M,>65,32.0
17370,MD,2001,F,<14,6.0
17371,MD,2001,F,15-24,58.0
17372,MD,2001,F,25-34,61.0
17373,MD,2001,F,35-44,46.0
17374,MD,2001,F,45-54,33.0
17375,MD,2001,F,55-64,14.0
17376,MD,2001,F,>65,10.0
17377,MD,2002,M,<14,5.0
17378,MD,2002,M,15-24,159.0
17379,MD,2002,M,25-34,220.0
17380,MD,2002,M,35-44,237.0
17381,MD,2002,M,45-54,181.0
17382,MD,2002,M,55-64,49.0
17383,MD,2002,M,>65,33.0
17384,MD,2002,F,<14,11.0
17385,MD,2002,F,15-24,71.0
17386,MD,2002,F,25-34,76.0
17387,MD,2002,F,35-44,41.0
17388,MD,2002,F,45-54,32.0
17389,MD,2002,F,55-64,23.0
17390,MD,2002,F,>65,8.0
17391,MD,2003,M,<14,1.0
17392,MD,2003,M,15-24,152.0
17393,MD,2003,M,25-34,201.0
17394,MD,2003,M,35-44,252.0
17395,MD,2003,M,45-54,206.0
17396,MD,2003,M,55-64,62.0
17397,MD,2003,M,>65,25.0
17398,MD,2003,F,<14,1.0
17399,MD,2003,F,15-24,101.0
17400,MD,2003,F,25-34,71.0
17401,MD,2003,F,35-44,64.0
17402,MD,2003,F,45-54,40.0
17403,MD,2003,F,55-64,16.0
17404,MD,2003,F,>65,22.0
17405,MD,2004,M,<14,8.0
17406,MD,2004,M,15-24,210.0
17407,MD,2004,M,25-34,277.0
17408,MD,2004,M,35-44,284.0
17409,MD,2004,M,45-54,267.0
17410,MD,2004,M,55-64,89.0
17411,MD,2004,M,>65,42.0
17412,MD,2004,F,<14,11.0
17413,MD,2004,F,15-24,91.0
17414,MD,2004,F,25-34,97.0
17415,MD,2004,F,35-44,57.0
17416,MD,2004,F,45-54,53.0
17417,MD,2004,F,55-64,28.0
17418,MD,2004,F,>65,22.0
17419,MD,2005,M,<14,2.0
17420,MD,2005,M,15-24,211.0
17421,MD,2005,M,25-34,337.0
17422,MD,2005,M,35-44,345.0
17423,MD,2005,M,45-54,313.0
17424,MD,2005,M,55-64,106.0
17425,MD,2005,M,>65,31.0
17426,MD,2005,F,<14,3.0
17427,MD,2005,F,15-24,97.0
17428,MD,2005,F,25-34,92.0
17429,MD,2005,F,35-44,57.0
17430,MD,2005,F,45-54,61.0
17431,MD,2005,F,55-64,23.0
17432,MD,2005,F,>65,18.0
17433,MD,2006,M,<14,2.0
17434,MD,2006,M,15-24,175.0
17435,MD,2006,M,25-34,302.0
17436,MD,2006,M,35-44,349.0
17437,MD,2006,M,45-54,312.0
17438,MD,2006,M,55-64,106.0
17439,MD,2006,M,>65,32.0
17440,MD,2006,F,<14,7.0
17441,MD,2006,F,15-24,91.0
17442,MD,2006,F,25-34,108.0
17443,MD,2006,F,35-44,72.0
17444,MD,2006,F,45-54,67.0
17445,MD,2006,F,55-64,25.0
17446,MD,2006,F,>65,31.0
17447,MD,2007,M,15-24,181.0
17448,MD,2007,M,25-34,281.0
17449,MD,2007,M,35-44,343.0
17450,MD,2007,M,45-54,314.0
17451,MD,2007,M,55-64,107.0
17452,MD,2007,M,>65,35.0
17453,MD,2007,F,<14,2.0
17454,MD,2007,F,15-24,97.0
17455,MD,2007,F,25-34,85.0
17456,MD,2007,F,35-44,57.0
17457,MD,2007,F,45-54,58.0
17458,MD,2007,F,55-64,25.0
17459,MD,2007,F,>65,25.0
17460,MD,2008,M,<14,1.0
17461,MD,2008,M,15-24,167.0
17462,MD,2008,M,25-34,271.0
17463,MD,2008,M,35-44,314.0
17464,MD,2008,M,45-54,317.0
17465,MD,2008,M,55-64,105.0
17466,MD,2008,M,>65,32.0
17467,MD,2008,F,<14,4.0
17468,MD,2008,F,15-24,85.0
17469,MD,2008,F,25-34,81.0
17470,MD,2008,F,35-44,57.0
17471,MD,2008,F,45-54,52.0
17472,MD,2008,F,55-64,22.0
17473,MD,2008,F,>65,25.0
17474,ME,2005,M,15-24,3.0
17475,ME,2005,M,25-34,5.0
17476,ME,2005,M,35-44,7.0
17477,ME,2005,M,45-54,15.0
17478,ME,2005,M,55-64,4.0
17479,ME,2005,M,>65,8.0
17480,ME,2005,F,25-34,7.0
17481,ME,2005,F,35-44,3.0
17482,ME,2005,F,45-54,4.0
17483,ME,2005,F,>65,8.0
17484,ME,2006,M,25-34,7.0
17485,ME,2006,M,35-44,7.0
17486,ME,2006,M,45-54,12.0
17487,ME,2006,M,55-64,9.0
17488,ME,2006,M,>65,3.0
17489,ME,2006,F,15-24,3.0
17490,ME,2006,F,25-34,4.0
17491,ME,2006,F,35-44,4.0
17492,ME,2006,F,45-54,4.0
17493,ME,2006,F,55-64,3.0
17494,ME,2006,F,>65,2.0
17495,ME,2007,M,25-34,6.0
17496,ME,2007,M,35-44,3.0
17497,ME,2007,M,45-54,10.0
17498,ME,2007,M,55-64,1.0
17499,ME,2007,M,>65,3.0
17500,ME,2007,M,nan,1.0
17501,ME,2007,F,15-24,3.0
17502,ME,2007,F,25-34,3.0
17503,ME,2007,F,35-44,4.0
17504,ME,2007,F,45-54,3.0
17505,ME,2007,F,55-64,3.0
17506,ME,2007,F,>65,1.0
17507,ME,2008,M,15-24,2.0
